CHROM,POS,fixed,pcadapt,Allele,Annotation,putative_impact,gene(s),uniprot1_id,uniprot1_gene,uniprot1_protein,uniprot1_url,uniprot2_id,uniprot2_gene,uniprot2_protein,uniprot2_url
Sc0000074,1233425,,out_BLUvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.16867-pspe_0.1.m1.16870,Q61663,Tlx2 Enx Hox11l1 Ncx Tlx1l1,T-cell leukemia homeobox protein 2 (Enteric neuron homeobox protein) (Homeobox TLX-2) (Homeobox protein Hox-11L1) (Hox11L.1) (PMUR10F),https://www.uniprot.org/uniprot/Q61663,Q9FZ51,LSH8 OBO8 At1g16910 F17F16.11 F6I1.8,Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 8 (Protein ORGAN BOUNDARY 8),https://www.uniprot.org/uniprot/Q9FZ51
Sc0000074,1453724,,out_REDvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.16879-pspe_0.1.m1.16882,Q9W6K2,exo1 exoi,Exonuclease 1 (EC 3.1.-.-) (Exonuclease I),https://www.uniprot.org/uniprot/Q9W6K2,Q6PHZ5,Rbm15b,Putative RNA-binding protein 15B (RNA-binding motif protein 15B),https://www.uniprot.org/uniprot/Q6PHZ5
Sc0000074,1453740,,out_GRNvISR;out_BLUvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.16879-pspe_0.1.m1.16882,Q9W6K2,exo1 exoi,Exonuclease 1 (EC 3.1.-.-) (Exonuclease I),https://www.uniprot.org/uniprot/Q9W6K2,Q6PHZ5,Rbm15b,Putative RNA-binding protein 15B (RNA-binding motif protein 15B),https://www.uniprot.org/uniprot/Q6PHZ5
Sc0000074,1453749,,out_REDvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.16879-pspe_0.1.m1.16882,Q9W6K2,exo1 exoi,Exonuclease 1 (EC 3.1.-.-) (Exonuclease I),https://www.uniprot.org/uniprot/Q9W6K2,Q6PHZ5,Rbm15b,Putative RNA-binding protein 15B (RNA-binding motif protein 15B),https://www.uniprot.org/uniprot/Q6PHZ5
Sc0000074,1453789,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.16879-pspe_0.1.m1.16882,Q9W6K2,exo1 exoi,Exonuclease 1 (EC 3.1.-.-) (Exonuclease I),https://www.uniprot.org/uniprot/Q9W6K2,Q6PHZ5,Rbm15b,Putative RNA-binding protein 15B (RNA-binding motif protein 15B),https://www.uniprot.org/uniprot/Q6PHZ5
Sc0000074,236899,,out_BLUvISR;out_REDvISR,ANN=T,upstream_gene_variant,MODIFIER,pspe_0.1.m1.16798,Q8IY51,TIGD4,Tigger transposable element-derived protein 4,https://www.uniprot.org/uniprot/Q8IY51,NA,NA,NA,NA
Sc0000074,467368,fix_REDvsBLU;fix_ISRvsRED,out_BLUvRED;out_REDvISR,ANN=A,missense_variant,MODERATE,pspe_0.1.m1.16807,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000074,905441,,out_BLUvRED;out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.16842-pspe_0.1.m1.16844,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000075,320795,,out_GRNvISR;out_REDvISR,ANN=A,upstream_gene_variant,MODIFIER,pspe_0.1.m1.16913,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000075,320804,,out_REDvISR,ANN=A,upstream_gene_variant,MODIFIER,pspe_0.1.m1.16913,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000076,1220872,,out_GRNvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.17080-pspe_0.1.m1.17078,F6QEU4,trim71 lin41,E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71),https://www.uniprot.org/uniprot/F6QEU4,F6QEU4,trim71 lin41,E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71),https://www.uniprot.org/uniprot/F6QEU4
Sc0000076,1505885,,out_GRNvISR;out_BLUvISR,ANN=A,downstream_gene_variant,MODIFIER,pspe_0.1.m1.17098,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000076,1505901,,out_GRNvISR;out_BLUvISR,ANN=C,downstream_gene_variant,MODIFIER,pspe_0.1.m1.17098,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000076,412483,,out_BLUvISR;out_REDvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.17009-pspe_0.1.m1.17023,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000076,437117,,out_BLUvISR;out_BLUvRED,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.17009-pspe_0.1.m1.17023,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000076,672526,,out_REDvISR,ANN=G,downstream_gene_variant,MODIFIER,pspe_0.1.m1.17034,Q8IY51,TIGD4,Tigger transposable element-derived protein 4,https://www.uniprot.org/uniprot/Q8IY51,NA,NA,NA,NA
Sc0000076,672580,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,downstream_gene_variant,MODIFIER,pspe_0.1.m1.17034,Q8IY51,TIGD4,Tigger transposable element-derived protein 4,https://www.uniprot.org/uniprot/Q8IY51,NA,NA,NA,NA
Sc0000076,672754,,out_BLUvRED;out_REDvISR,ANN=T,missense_variant,MODERATE,pspe_0.1.m1.17034,Q8IY51,TIGD4,Tigger transposable element-derived protein 4,https://www.uniprot.org/uniprot/Q8IY51,NA,NA,NA,NA
Sc0000077,1013666,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,upstream_gene_variant,MODIFIER,pspe_0.1.m1.17185,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000077,1332489,,out_BLUvISR;out_REDvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.17211-pspe_0.1.m1.17219,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000077,1621658,,out_BLUvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.17226-CHR_END,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000077,401346,,out_BLUvISR,ANN=T,upstream_gene_variant,MODIFIER,pspe_0.1.m1.17136,O60290,ZNF862 KIAA0543,Zinc finger protein 862,https://www.uniprot.org/uniprot/O60290,NA,NA,NA,NA
Sc0000077,411446,,out_BLUvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.17136-pspe_0.1.m1.17134,O60290,ZNF862 KIAA0543,Zinc finger protein 862,https://www.uniprot.org/uniprot/O60290,NA,NA,NA,NA
Sc0000077,411454,,out_BLUvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.17136-pspe_0.1.m1.17134,O60290,ZNF862 KIAA0543,Zinc finger protein 862,https://www.uniprot.org/uniprot/O60290,NA,NA,NA,NA
Sc0000077,411464,,out_BLUvISR;out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.17136-pspe_0.1.m1.17134,O60290,ZNF862 KIAA0543,Zinc finger protein 862,https://www.uniprot.org/uniprot/O60290,NA,NA,NA,NA
Sc0000077,625296,,out_BLUvISR;out_REDvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.17151-pspe_0.1.m1.17150,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000078,122602,fix_ISRvsGRN;fix_ISRvsBLU,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,downstream_gene_variant,MODIFIER,pspe_0.1.m1.17250,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000078,122608,,out_BLUvISR,ANN=C,downstream_gene_variant,MODIFIER,pspe_0.1.m1.17250,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000078,123210,fix_ISRvsBLU;fix_ISRvsRED,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,downstream_gene_variant,MODIFIER,pspe_0.1.m1.17250,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000078,1286980,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,missense_variant,MODERATE,pspe_0.1.m1.17324,Q54U75,crlA DDB_G0280983,Cyclic AMP receptor-like protein A,https://www.uniprot.org/uniprot/Q54U75,NA,NA,NA,NA
Sc0000078,1321153,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,intron_variant,MODIFIER,pspe_0.1.m1.17327,B5X165,smg9,Protein SMG9 (Protein smg-9 homolog),https://www.uniprot.org/uniprot/B5X165,NA,NA,NA,NA
Sc0000078,1321171,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.17327,B5X165,smg9,Protein SMG9 (Protein smg-9 homolog),https://www.uniprot.org/uniprot/B5X165,NA,NA,NA,NA
Sc0000078,134147,fix_ISRvsRED,out_BLUvISR;out_REDvISR,ANN=A,upstream_gene_variant,MODIFIER,pspe_0.1.m1.17244,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000078,134166,fix_ISRvsGRN;fix_ISRvsBLU;fix_ISRvsRED,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,upstream_gene_variant,MODIFIER,pspe_0.1.m1.17244,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000078,134217,fix_ISRvsGRN;fix_ISRvsBLU;fix_ISRvsRED,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,upstream_gene_variant,MODIFIER,pspe_0.1.m1.17244,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000079,1108981,,out_GRNvISR;out_BLUvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.17425-pspe_0.1.m1.17421,P08548,,LINE-1 reverse transcriptase homolog (EC 2.7.7.49),https://www.uniprot.org/uniprot/P08548,NA,NA,NA,NA
Sc0000079,1133883,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,upstream_gene_variant,MODIFIER,pspe_0.1.m1.17421,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000079,1142702,,out_GRNvISR;out_BLUvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.17421-pspe_0.1.m1.17428,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000079,1142703,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.17421-pspe_0.1.m1.17428,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000079,1142739,,out_BLUvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.17421-pspe_0.1.m1.17428,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000079,1159472,,out_GRNvISR;out_BLUvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.17421-pspe_0.1.m1.17428,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000079,1352892,,out_BLUvISR;out_REDvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.17438-pspe_0.1.m1.17443,NA,NA,NA,NA,P14381,,Transposon TX1 uncharacterized 149 kDa protein (ORF 2),https://www.uniprot.org/uniprot/P14381
Sc0000079,1368475,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.17438-pspe_0.1.m1.17443,NA,NA,NA,NA,P14381,,Transposon TX1 uncharacterized 149 kDa protein (ORF 2),https://www.uniprot.org/uniprot/P14381
Sc0000079,1512425,,out_BLUvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.17449-pspe_0.1.m1.17453,NA,NA,NA,NA,P14381,,Transposon TX1 uncharacterized 149 kDa protein (ORF 2),https://www.uniprot.org/uniprot/P14381
Sc0000079,216349,,out_REDvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.17356,F1MDL2,INTU PDZD6,Protein inturned (Inturned planar cell polarity effector homolog) (PDZ domain-containing protein 6),https://www.uniprot.org/uniprot/F1MDL2,NA,NA,NA,NA
Sc0000079,216448,,out_GRNvISR;out_BLUvISR,ANN=C,synonymous_variant,LOW,pspe_0.1.m1.17356,F1MDL2,INTU PDZD6,Protein inturned (Inturned planar cell polarity effector homolog) (PDZ domain-containing protein 6),https://www.uniprot.org/uniprot/F1MDL2,NA,NA,NA,NA
Sc0000079,224669,,out_REDvISR,ANN=T,5_prime_UTR_variant,MODIFIER,pspe_0.1.m1.17355,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000079,224679,,out_REDvISR,ANN=C,5_prime_UTR_variant,MODIFIER,pspe_0.1.m1.17355,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000079,481620,fix_ISRvsRED;fix_GRNvsRED,out_BLUvISR;out_REDvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.17368-pspe_0.1.m1.17373,P97360,Etv6 Tel Tel1,Transcription factor ETV6 (ETS translocation variant 6) (ETS-related protein Tel1) (Tel),https://www.uniprot.org/uniprot/P97360,A8MY62,LACTBL1,Putative beta-lactamase-like 1,https://www.uniprot.org/uniprot/A8MY62
Sc0000079,481626,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.17368-pspe_0.1.m1.17373,P97360,Etv6 Tel Tel1,Transcription factor ETV6 (ETS translocation variant 6) (ETS-related protein Tel1) (Tel),https://www.uniprot.org/uniprot/P97360,A8MY62,LACTBL1,Putative beta-lactamase-like 1,https://www.uniprot.org/uniprot/A8MY62
Sc0000079,48580,,out_REDvISR,ANN=T,downstream_gene_variant,MODIFIER,pspe_0.1.m1.17342,Q9UK39,NOCT CCR4 CCRN4L NOC,Nocturnin (EC 3.1.3.-) (Carbon catabolite repression 4-like protein),https://www.uniprot.org/uniprot/Q9UK39,NA,NA,NA,NA
Sc0000079,48617,,out_BLUvRED;out_REDvISR,ANN=G,downstream_gene_variant,MODIFIER,pspe_0.1.m1.17342,Q9UK39,NOCT CCR4 CCRN4L NOC,Nocturnin (EC 3.1.3.-) (Carbon catabolite repression 4-like protein),https://www.uniprot.org/uniprot/Q9UK39,NA,NA,NA,NA
Sc0000079,48644,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,downstream_gene_variant,MODIFIER,pspe_0.1.m1.17342,Q9UK39,NOCT CCR4 CCRN4L NOC,Nocturnin (EC 3.1.3.-) (Carbon catabolite repression 4-like protein),https://www.uniprot.org/uniprot/Q9UK39,NA,NA,NA,NA
Sc0000079,79939,,out_GRNvISR;out_BLUvISR,ANN=C,3_prime_UTR_variant,MODIFIER,pspe_0.1.m1.17344,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000079,80021,,out_GRNvISR;out_BLUvISR,ANN=A,3_prime_UTR_variant,MODIFIER,pspe_0.1.m1.17344,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000079,80035,,out_GRNvISR;out_BLUvISR,ANN=T,3_prime_UTR_variant,MODIFIER,pspe_0.1.m1.17344,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000079,80059,,out_GRNvISR;out_BLUvISR,ANN=G,3_prime_UTR_variant,MODIFIER,pspe_0.1.m1.17344,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000079,828299,,out_BLUvRED;out_REDvISR,ANN=G,missense_variant,MODERATE,pspe_0.1.m1.17394,Q9NZJ4,SACS KIAA0730,Sacsin (DnaJ homolog subfamily C member 29) (DNAJC29),https://www.uniprot.org/uniprot/Q9NZJ4,NA,NA,NA,NA
Sc0000079,830931,,out_BLUvRED;out_REDvISR,ANN=G,synonymous_variant,LOW,pspe_0.1.m1.17394,Q9NZJ4,SACS KIAA0730,Sacsin (DnaJ homolog subfamily C member 29) (DNAJC29),https://www.uniprot.org/uniprot/Q9NZJ4,NA,NA,NA,NA
Sc0000079,874734,,out_BLUvISR,ANN=A,downstream_gene_variant,MODIFIER,pspe_0.1.m1.17405,Q08CY9,eogt aer61,EGF domain-specific O-linked N-acetylglucosamine transferase (EC 2.4.1.255) (Extracellular O-linked N-acetylglucosamine transferase),https://www.uniprot.org/uniprot/Q08CY9,NA,NA,NA,NA
Sc0000080,1342139,,out_GRNvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.17563-pspe_0.1.m1.17559,NA,NA,NA,NA,Q92890,UFD1 UFD1L,Ubiquitin recognition factor in ER-associated degradation protein 1 (Ubiquitin fusion degradation protein 1) (UB fusion protein 1),https://www.uniprot.org/uniprot/Q92890
Sc0000080,1355721,,out_GRNvISR;out_GRNvRED;out_BLUvGRN,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.17559,Q92890,UFD1 UFD1L,Ubiquitin recognition factor in ER-associated degradation protein 1 (Ubiquitin fusion degradation protein 1) (UB fusion protein 1),https://www.uniprot.org/uniprot/Q92890,NA,NA,NA,NA
Sc0000080,1355747,,out_GRNvISR;out_REDvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.17559,Q92890,UFD1 UFD1L,Ubiquitin recognition factor in ER-associated degradation protein 1 (Ubiquitin fusion degradation protein 1) (UB fusion protein 1),https://www.uniprot.org/uniprot/Q92890,NA,NA,NA,NA
Sc0000080,1404571,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.17570,Q04678,SSRP1 CIIDBP RCJMB04_4n20,FACT complex subunit SSRP1 (Facilitates chromatin transcription complex subunit SSRP1) (Recombination signal sequence recognition protein 1) (Structure-specific recognition protein 1) (T160),https://www.uniprot.org/uniprot/Q04678,NA,NA,NA,NA
Sc0000080,1601704,,out_BLUvISR;out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.17573,Q8IY21,DDX60,Probable ATP-dependent RNA helicase DDX60 (EC 3.6.4.13) (DEAD box protein 60),https://www.uniprot.org/uniprot/Q8IY21,NA,NA,NA,NA
Sc0000080,1602103,,out_REDvISR,ANN=G,intron_variant,MODIFIER,pspe_0.1.m1.17573,Q8IY21,DDX60,Probable ATP-dependent RNA helicase DDX60 (EC 3.6.4.13) (DEAD box protein 60),https://www.uniprot.org/uniprot/Q8IY21,NA,NA,NA,NA
Sc0000080,1602144,,out_BLUvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.17573,Q8IY21,DDX60,Probable ATP-dependent RNA helicase DDX60 (EC 3.6.4.13) (DEAD box protein 60),https://www.uniprot.org/uniprot/Q8IY21,NA,NA,NA,NA
Sc0000080,232598,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,intron_variant,MODIFIER,pspe_0.1.m1.17475,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000080,593826,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,downstream_gene_variant,MODIFIER,pspe_0.1.m1.17511,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000080,625574,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,synonymous_variant,LOW,pspe_0.1.m1.17510,P38279,RTC2 YPQ3 YBR147W YBR1124,Probable vacuolar amino acid transporter YPQ3 (PQ-loop repeat-containing protein 3) (Protein RTC2) (Restriction of telomere capping protein 2),https://www.uniprot.org/uniprot/P38279,NA,NA,NA,NA
Sc0000080,99100,,out_BLUvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.17463,Q9ERC5,Otof Fer1l2,Otoferlin (Fer-1-like protein 2),https://www.uniprot.org/uniprot/Q9ERC5,NA,NA,NA,NA
Sc0000081,1196286,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,intron_variant,MODIFIER,pspe_0.1.m1.17677,A6QLU6,ADGRD1 GPR133,Adhesion G-protein coupled receptor D1 (G-protein coupled receptor 133),https://www.uniprot.org/uniprot/A6QLU6,NA,NA,NA,NA
Sc0000081,1196310,,out_BLUvISR;out_REDvISR,ANN=C,intron_variant,MODIFIER,pspe_0.1.m1.17677,A6QLU6,ADGRD1 GPR133,Adhesion G-protein coupled receptor D1 (G-protein coupled receptor 133),https://www.uniprot.org/uniprot/A6QLU6,NA,NA,NA,NA
Sc0000081,1585471,,out_BLUvISR;out_REDvISR,ANN=C,synonymous_variant,LOW,pspe_0.1.m1.17703,Q9BWV3,CDADC1,Cytidine and dCMP deaminase domain-containing protein 1 (EC 3.5.4.5) (Cytidine deaminase) (Testis development protein NYD-SP15),https://www.uniprot.org/uniprot/Q9BWV3,NA,NA,NA,NA
Sc0000081,1585551,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,missense_variant,MODERATE,pspe_0.1.m1.17703,Q9BWV3,CDADC1,Cytidine and dCMP deaminase domain-containing protein 1 (EC 3.5.4.5) (Cytidine deaminase) (Testis development protein NYD-SP15),https://www.uniprot.org/uniprot/Q9BWV3,NA,NA,NA,NA
Sc0000082,1140369,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,downstream_gene_variant,MODIFIER,pspe_0.1.m1.17800,Q9SXD5,At1g62620 T3P18.18,Flavin-containing monooxygenase FMO GS-OX-like 3 (EC 1.8.-.-) (Flavin-monooxygenase glucosinolate S-oxygenase-like 3),https://www.uniprot.org/uniprot/Q9SXD5,NA,NA,NA,NA
Sc0000082,266422,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,missense_variant,MODERATE,pspe_0.1.m1.17725,Q9D0U6,Maf1,Repressor of RNA polymerase III transcription MAF1 homolog,https://www.uniprot.org/uniprot/Q9D0U6,NA,NA,NA,NA
Sc0000082,266430,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,missense_variant,MODERATE,pspe_0.1.m1.17725,Q9D0U6,Maf1,Repressor of RNA polymerase III transcription MAF1 homolog,https://www.uniprot.org/uniprot/Q9D0U6,NA,NA,NA,NA
Sc0000082,266444,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,synonymous_variant,LOW,pspe_0.1.m1.17725,Q9D0U6,Maf1,Repressor of RNA polymerase III transcription MAF1 homolog,https://www.uniprot.org/uniprot/Q9D0U6,NA,NA,NA,NA
Sc0000082,285838,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,synonymous_variant,LOW,pspe_0.1.m1.17722,Q4U1U2,mafa,Transcription factor MafA,https://www.uniprot.org/uniprot/Q4U1U2,NA,NA,NA,NA
Sc0000082,285856,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,synonymous_variant,LOW,pspe_0.1.m1.17722,Q4U1U2,mafa,Transcription factor MafA,https://www.uniprot.org/uniprot/Q4U1U2,NA,NA,NA,NA
Sc0000082,521599,,out_BLUvRED;out_REDvISR,ANN=C,upstream_gene_variant,MODIFIER,pspe_0.1.m1.17740,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000083,1053738,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,upstream_gene_variant,MODIFIER,pspe_0.1.m1.17899,Q8BGA7,,Uncharacterized protein C7orf26 homolog,https://www.uniprot.org/uniprot/Q8BGA7,NA,NA,NA,NA
Sc0000083,1189133,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,intron_variant,MODIFIER,pspe_0.1.m1.17916,Q9CYI4,Luc7l,Putative RNA-binding protein Luc7-like 1,https://www.uniprot.org/uniprot/Q9CYI4,NA,NA,NA,NA
Sc0000083,311868,,out_GRNvISR;out_REDvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.17854,A6NI56,CCDC154 C16orf29,Coiled-coil domain-containing protein 154,https://www.uniprot.org/uniprot/A6NI56,NA,NA,NA,NA
Sc0000083,533228,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,intron_variant,MODIFIER,pspe_0.1.m1.17866,O96081,,Calmodulin-B (CaM B),https://www.uniprot.org/uniprot/O96081,NA,NA,NA,NA
Sc0000083,533234,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.17866,O96081,,Calmodulin-B (CaM B),https://www.uniprot.org/uniprot/O96081,NA,NA,NA,NA
Sc0000084,106347,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.17960,Q6UPE0,Chdh,Choline dehydrogenase, mitochondrial (CDH) (CHD) (EC 1.1.99.1),https://www.uniprot.org/uniprot/Q6UPE0,NA,NA,NA,NA
Sc0000084,1331417,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.18058-pspe_0.1.m1.18066,NA,NA,NA,NA,P21329,jockey\pol pol,RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase),https://www.uniprot.org/uniprot/P21329
Sc0000084,1331444,,out_BLUvISR;out_REDvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.18058-pspe_0.1.m1.18066,NA,NA,NA,NA,P21329,jockey\pol pol,RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase),https://www.uniprot.org/uniprot/P21329
Sc0000084,441984,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.17978-pspe_0.1.m1.17982,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000084,441999,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.17978-pspe_0.1.m1.17982,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000084,786024,,out_BLUvISR,ANN=T,synonymous_variant,LOW,pspe_0.1.m1.18018,Q2KI18,PNPLA2 ATGL,Patatin-like phospholipase domain-containing protein 2 (EC 3.1.1.3) (Adipose triglyceride lipase),https://www.uniprot.org/uniprot/Q2KI18,NA,NA,NA,NA
Sc0000085,1064553,,out_BLUvISR;out_REDvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.18157,O57683,sf3b1,Splicing factor 3B subunit 1 (146 kDa nuclear protein) (Pre-mRNA-splicing factor SF3b 155 kDa subunit) (SF3b155) (Spliceosome-associated protein 155) (SAP 155),https://www.uniprot.org/uniprot/O57683,NA,NA,NA,NA
Sc0000085,1064605,,out_BLUvISR;out_REDvISR,ANN=T,synonymous_variant,LOW,pspe_0.1.m1.18157,O57683,sf3b1,Splicing factor 3B subunit 1 (146 kDa nuclear protein) (Pre-mRNA-splicing factor SF3b 155 kDa subunit) (SF3b155) (Spliceosome-associated protein 155) (SAP 155),https://www.uniprot.org/uniprot/O57683,NA,NA,NA,NA
Sc0000085,1365355,,out_GRNvISR;out_REDvISR,ANN=A,upstream_gene_variant,MODIFIER,pspe_0.1.m1.18168,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000085,1365464,,out_GRNvISR;out_REDvISR,ANN=G,upstream_gene_variant,MODIFIER,pspe_0.1.m1.18168,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000085,1365492,,out_GRNvISR,ANN=G,upstream_gene_variant,MODIFIER,pspe_0.1.m1.18168,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000085,1365497,,out_GRNvISR;out_BLUvISR,ANN=G,upstream_gene_variant,MODIFIER,pspe_0.1.m1.18168,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000085,238803,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,intron_variant,MODIFIER,pspe_0.1.m1.18095,Q13591,SEMA5A SEMAF,Semaphorin-5A (Semaphorin-F) (Sema F),https://www.uniprot.org/uniprot/Q13591,NA,NA,NA,NA
Sc0000085,761737,,out_REDvISR,ANN=C,upstream_gene_variant,MODIFIER,pspe_0.1.m1.18139,NA,NA,NA,NA,NA,NA,NA,NA
